seria 4-48-5
mouse	session	trial	line
H	1	1	ОМЭЯГЯЭМОЫОМЯЭЖЩУЗЯМИКАКЛЕР
H	1	2	ОИКДСШЕЛИМЯГЗУЩТЖЭЯЭМОЫОИКДСШР
H	2	1	ОФХКИМЯГЯЭЖТЩУЗГЗУЩТЩУЗЯМИЛЕРЕЛКАДСШСДХЦЗУЩТЖЭМИКДСШЕЛИМЭЖТ
H	2	2	ОФЦЗУЩТЩУЗГЗУЩУЗЦХКЛКАДХЦЗУЩТ
H	2	3	ОФХКИФЦГЗУЩТЖЭМИЛЕР
H	2	4	ОФЦЗУЩТЩУЗГЯМИКАДСШРШРЕЛИМЯГЦЗУЩТЖВЭМИКАДАХЦГЗУЗЦФОЫОФЦЯМЭЖЩУЗЯМИЛЕРЕЛКАКЛЕШСДАХЦЗУЩТ
H	2	5	ОИКДСШР
H	3	1	ОФХКЛЕШСДАХЦЯЭЖТЩУЗЯМОЫОФХДАХФОЫОФХКИМЭЖЩУЗГЦХКЛЕР
H	3	2	ОИЛБЛКАДХЦГЗУЩТ
H	3	3	ОФЦГЗУЩТЖЭМИКАХЦГЯЭВЖТЩУЗЦХКИМЭМОЫОФХЦХАДАХЦГЗУЗГЦХАКЛЕРШСДАХФМЯГЦФОЫОФЦГЗУЩТ
H	3	4	ОИКАДАХФИЛКАКЛКАХЦГЗУЩТЖЭМИКХЦЗУЗГЦФМЯГЦХАКЛЕРЕЛИФЦЗУЩТ
H	3	5	ОФХАКЛКАДСШР
H	3	6	ОФХЦГЦФОЫОИКХЦГЗУЩТЩУЗГЯЦХКЛБЕРШСДАХФМЭВЖЩУЗГЦФИЛЕР
H	4	1	ОФХАКЛЕРШСДАХЦГЯЭВЭЯЗУЗГЦФМИКАХЦЗУЩТЖЭМФХКЛИМЯГЦ
H	4	1	ХФХКИМЯГЦХАКАХФМЯЦЯМИКДСШР
H	4	2	ОФЦГЯЭВЖТЖЭМОЫОИКАХЦГЗУЩТ
H	4	3	ОФХАКИМЯГЗУЩТЩУЗГЯМЯЭВЭМФХКИФЦГЦФМИЛЕРЕЛКАХЦГЯМИКАХЦГЗУЗГЯМИМИМОЫОИЛЕРШСДАХЦГЯЭЖТ
H	4	4	ОФХАКИМЯГЗУЩТЩУЗГЦФЦГЯЭЖЩУЩТЖЭМИКАДАХФИЛИФХАКИМЯГЦХАКИФЦГЯЭЖТЩУЗГЗУЩТЖЭЯЦХКЛИОЫОИКАХЦЗУЩТ
H	6	5	КАХЦГЦФИЛ
H	6	1	ОИКАХФМЯГЯЭЖТЩУЗЦХАКЛЕРЕЛИМЭЯЦХКИМИКАДСШР
H	6	2	ОФХАХКИФХАХЦГЯЭЯГЯМОЫОФХЦГЗУЩТЩУЗГЦХАКИМИКАДАХЦГЗУЩТ
H	6	3	ОФХАКИМЯГЗУЩТ
H	6	4	ОФХАХЦГЯМИЛБЛКАХЦГЦФМЯГЦХАКХФХАДХЦГЗУЩТЩУЗЯМИЛКАХЦЗУЗЦХКХКИМИЛЕР
H	6	5	ОФХАКИМЯГЯМИКАХЦГЯМИКАХЦГЯЭМИКАКЛКАДСШСДАХЦГЯГЗУЩТЩУЗГЦФИКАХЦГЯМИЛЕР
H	6	6	ОФХАКИЛЕР
H	6	7	ОФ
H	6	7	ИЛЕРШСДСШРЕРШСДАХЦГЯМОЫОИКАХАКХЦГЗУЩУЗГЦГЯМИКАХЦГЦХАКИМЯГЯМИЛКАКИМЭВЭМИЛИМЯГЗУЩТКОЕЦОЫТОГОВРЕМЕИ
H	5	1	ОИКАХЦГЗУЩТЖЭМИКАХЦЯЭМОЫОИЛЕРШСДХЦЗУЩТ
H	5	2	ОФХАКИФЦГЯМФХАХЦГЗУЩТЖЭМИКАХФЦХКИФХАДСШРШСДКИМЭЯГЗУЩТЩУЗЦФМИЛБЛИФХАКИОЫОМИЛЕРЕЛИМЯГЦХАДСШР
H	5	3	ОФХФИКАХЦГЯЭМФЦЗУЗЦХАКИМЯГЦХАКИФЦХФХАКИМЭМИЛЕРЕЛИМЯГЦХАКИМЯГЦФИЛЕР
H	5	4	ОФХАДСШРШСДАХЦГЯМИКАХЦГЯЭМИЛБЕР
H	5	5	ОФХАКИКАКАХФХЦГЯГЦГЗУЩТ
H	9	8	ОФЦГ
H	9	1	ОФХАХЦГЗУЩТ
H	9	2	ОФХАКЛИМЯГЦХАКИОЫОФХАХЦГЯМИЛЕР
H	9	3	ОФХАДСШРШСДАХЦГЯМИЛЕР
H	9	4	ОФХАХЦГЯЭЖТЖЭМИКАХЦГЗУЩТ
H	9	5	ОИКАХЦГЯГЯЭМИКАХЦГЦХАКИМЯГЦХФИЛЕР
H	9	6	ОФХАХФИЛЕР
H	9	7	ОИКАХЦГЗУЩТЩУЗГЦХАКИОЫОИКАХЦГЯМИКЛКАХЦГЦХАКДСШР
H	9	8	ЦФИМЯГЯМИКАХАКЛЕРЕЛКАХАХДСШРШСДАХЦГЯЭЖТ
H	9	9	ОИКАХЦГЯЭЖТЖЭМИЛЕР
H	9	10	ОФХАХЦГЯМИКАХЦГЯМИКАХЦГЯМОИЛЕР
H	9	11	ОФХАХЦГЯЭЖТ
H	9	12	ОИКАХЦГЯМФХАХФИЛЕР
H	9	13	ОИЛЕР
H	9	14	ОФХАХФИКАДСШРЕБЛИКАХЦГЯЭЖТЩТ
H	9	15	ОИЛЕР
H	9	16	ОФХАХЦГЯЭЯГЦХАКИФЦГЦФМЯГЦХАКЛКАХЦГЯМИКАДСШРШСДАХЦГЗУЩТ
H	7	1	ОФХАКИМЯГЦХАКЛЕР
H	7	2	ОФХАКИМЯГЗУЩТЩУЗГЦХАКАХЦГЦХАХФОЫОИЛЕРШСДСШР
H	7	3	ОФЦГЯЭМИКАХЦГЯЭМИКАКИМЯГЗУЩТ
H	7	4	ОФХАКИФХАХЦХЦЯГЗУЩТЩУЗГЦХАКЛЕРЕЛИМЯГЯМИКАХЦГЦХКИМЭВЭМИЛЕР
H	7	5	ОФХАХЦГЯМИЛИМИЛЕР
H	7	6	ОФХАХЦГЯЦХАХЦЗУЩТЩУЗГЦХАДСШРШСДХЦХДСШСДАХЦГЯМИКАХФОЫОМЯГЯЭЖТЩУЗГЦФМЯМИЛЕРЕЛКАХЦГЯМИКАКИФХАДСШР
H	7	7	ОФХАХЦГЯМИКАХФИЛЕР
H	7	8	ОФИЛЕР
H	7	9	ОМИЛЕР
H	7	10	ОЫОИКАХЦГЗУЩТ
H	7	11	ОФХАКХЦГЯМИКАХЦГЗУЩТЖЭЯЦХАКИЛКАХЦГЯМИЛИЛЕР
H	7	12	ОФХАДСШР
H	12	6	ОФХАХЦГЯМИКАДАХЦГЗУЩТ
H	12	1	ОФХАКИМЯГЦХАКИМЯГЦХАКИМЯГЦХАКИМЯГЦФИЛЕР
H	12	2	ОФХАКИМЯГЦФИЛЕР
H	12	3	ОФХАКИМЯГЗУЩТ
H	12	4	ОФХАКИМЯГЦХАКИФЦГЯМИЛЕР
H	12	5	ОФХАКИФЦГЯМИЛЕР
H	12	7	ОФХАКИФЦГЯМИКАХЦГЯЭЖТ
H	12	8	ОФХАКИФЦГЯГЯЭЖТЩУЗГЦХАХЦГЦХАДСШР
H	12	9	ОФХАХЦГЯМОЫОИКАДСШР
H	12	10	ОФХАКИМЯГЗУЩТ
H	12	11	ОФХАКИМЯГЦФЦГЦФМЯГЦХАКИМЭЖТ
H	12	12	ОФХАКИФЦГЦХАХФМЯГЦХАКИФХАХЦГЗУЩТ
H	12	13	ОФХАКИЛЕР
H	12	14	ОФХАКИФЦГЦФМЯГЦФОЫОИКАДСШР
H	12	15	ОФХАКИМЯГЦФХАХЦГЦХАХЦГЗУЩТ
H	12	16	ОИКАХЦГЗУЩТ
H	12	17	ОФХАКИМЯГЦФИЛЕР
H	12	18	ОФХАКИМЯГЦФИЛЕР
H	12	19	ОФХАКЛЕР
H	12	20	ОФХАКИФЦГЦХАКЛЕР
H	12	21	ОФХАКИМЯГЯЭЖТ
H	12	22	ОФХАДСШРШСДАХЦГЯМИКАХЦГЗУЩТ
H	12	23	ОИКАХЦГЯМИЛЕР
H	12	24	ОФХАХЦГЯМЯГЯМИКАКИЛЕР
H	12	25	ОФХАХЦГЯМИЛЕР
H	12	26	ОФХАКЛЕР
H	12	27	ОФХАХЦГЯМИМЯГЗУЩТ
H	12	28	ОФХАКИФЦГЦГЦЯМИКАХЦГЯМИКАДСШРЕЛИМЯГЦФМЯГЯЭЖТ
H	8	1	ОФЦГЯМОЫОИКАКЛЕР
H	8	2	ОФХАХЦГЯЭЖТЖЭМИКАХЦХАКЛИМЯГЦФИКАХЦГЗУЩТ
H	8	3	ОФХАХЦГЯМИКАХЦХКАДСШР
H	8	4	ОФХАХЦГЯЭМИМЭВЭМИЛЕРШСДАХЦГЯМИЛЕР
H	8	5	ОФХАХКИОЫОФЦГЯЦХАКИМФЦЗУЩТ
H	8	6	ОИКАХЦГЯМЯГЯМИЛЕРЕЛИФХАКИМЯГЦХФИЛЕР
H	8	7	ОФХАХЦГЯЭМИКАХЦГЯМИКАХЦГЯМИКАДХЦГЯЭМИЛЕР
H	8	8	ОФХАХФОЫОМЯГЯМИКАХЦГЯЭМИКАДСШР
H	8	9	ОФХАХЦГЯЭЖТЩУЩУЗЦФМЯГЦХАКЛЕР
H	8	10	ОФХАХЦГЯЭМИКАХЦГЯМОЫОФХАХЦГЗУЗГЦХАКЛЕР
H	8	11	ОМЯГЦХАКИМЯГЯЭЖТЩУЩТ
H	8	12	ОФХАКИКХЦГЯМИКАДСШРШСДАХФМЭЖТЩУЗГЦХАХФЦГЦХАКХФЦХАКХФЦГЯЦХКАХФХЦФИКАХЦГЯЭМИЛЕР
H	10	1	ОФХАКИМЯГЦХАКЛИМЯГЦХАДСШР
H	10	2	ОФХАКИМЯГЦГЗУЩТ
H	10	3	ОФХАКИМЭЖТЩУЩТЩУЗГЦФОЫОМЯГЦХДСШР
H	10	4	ОФХАКДАХЦХФМЯГЦХАКИМЯГЦГЯЭЖТЖЭЯГЦХАКДСШРШСДАХЦГЯМФХАХЦГЗУЩТ
H	10	5	ОФХАХЦГЯМИЛЕР
H	10	6	ОФХАКИМЯГЗУЩТ
H	10	7	ОФХАХЦГЯЭВЭМИЛЕР
H	10	8	ОФХАКИМЯГЯМИКАДСШРШСДАХЦГЦФХАКХЦЗУЩТ
H	10	9	ОФХАКЛЕРЕЛИМЯГЦФХАХЦГЯМОЫОИЛЕР
H	10	10	ОМЯГЗУЩТ
H	10	11	ОИЛЕР
H	10	12	ОФХАХЦГЯМИКАДСШР
H	10	13	ОФХАХЦГЯМИЛЕР
H	10	14	ОФХАКИМЯГЦФМЯГЦХЦГЦЯЭЖТ
H	10	15	ОИКАХЦГЯМОЫОИЛЕР
H	10	16	ОФХАХЦГЯМИЛЕР
H	10	17	ОФХАКАДСШР
H	10	18	ОФХАКЛЕРШСДАКЛБЕРЕЛИМЯГЦФМЭЖТ
H	10	19	ОФХАДСШРШСДСШР
H	10	20	ОФХАКЛЕР
H	11	1	ОФХАДСШРЕЛИМЯГЯМИЛЕР
H	11	2	ОФХАДСШРШСДХЦГЗУЩТЩУЗГЦХАКИМЯГЦХКИМЯГЦХАДСШР
H	11	3	ОФХАКИМЯГЦХАКИФЦГЦФИЛИФХАКИФЦГЗУЩТ
H	11	4	ОФХАКЛЕР
H	11	5	ОФХАДАХЦГЯМИКАДСШРШСДАХЦГЗУЗГЦФОЫОМЯГЦФМЭЖТЩУЗГЦФМИКАДСШР
H	11	6	ОФХАХЦГЯМИЛЕР
H	11	7	ОФХАХЦГЦФХАДАХЦГЗУЩТЩУЗГЦФЦФИКАДСШР
H	11	8	ОФХАХЦГЯМИЛЕР
H	11	9	ОФХАХЦГЗУЩТЩУЗГЦХАКИМЯГЯЭМИЛЕР
H	11	10	ОФХАКЛЕР
H	11	11	ОФХАКИМЯГЗУЩТ
H	11	12	ОФХАКИФХАХЦГЦГЗУЩТЩУЗГЦФХАКЛЕР
H	11	13	ОФХАХЦГЗУЩТЩУЗГЦФ
H	11	13	МИЛЕР
H	11	14	ОФХАДСШР
H	11	15	ОФХАХФМЯГЗУЩТЩУЗГЦХАКИМЯГЦФИЛЕР
H	11	16	ОФХАХЦГЗУЩТЩУЗГЦХАДСШР
H	11	17	ОФХАХЦГЗУЩТ
H	11	18	ОИКАДСШРШСДАХЦГЯМИКАДСШР
H	14	19	ОФХАХЦГ
H	14	1	ОФХАКИМЯГЦХАКИМЯГЯЭЖТ
H	14	2	ОФХАКЛЕР
H	14	3	ОФЦГЗУЩТ
H	14	4	ОФХАХЦГЯМИКАДСШР
H	14	5	ОФЦГЯМИЛЕР
H	14	6	ОФЦГЦХАКИОЫОМЯГЦХАКИМЯГЗУЩТ
H	14	7	ОФХАХЦГЦФОЫОИКАДСШР
H	14	8	ОФЦГЯМИКАХЦГЯМИЛЕР
H	14	9	ОФЦГЯЭЖТЩУЩТ
H	14	10	ОИКАХЦГЦФХАКИКАДСШР
H	14	11	ОФЦГЯМФХАХЦГЦХАКЛЕР
H	14	12	ОФЦГЦФМЯГЦХАХФХФИКАХЦГЗУЩТЩУЗГЦФИЛЕР
H	14	13	ОФХАХЦГЯМЯГЦХАКИМЯГЯЭЖТ
H	14	14	ОИКАХЦГЯМИЛЕР
H	14	15	ОФХАХЦГЦХАДСШР
H	14	16	ОФЦГЯЭМИКАХЦГЯМИЛЕР
H	14	17	ОФХАХЦГЯМИКАДСШР
H	14	18	ОФЦГЯМИКАДСШР
H	14	19	ЦФЦЗУЩТ
H	14	20	ОФХАХЦГЯЭЖТЩУЗГЦХАКЛЕР
H	14	21	ОФЦГЦХАКИМЯГЗУЩТ
H	14	22	ОФХАКДХЦГЯЭЖТЩУЩТ
H	14	23	ОФХАХЦГЦФИКАХЦГЦФОЫОИЛЕР
H	13	1	ОФХАКИМЯГЗУЩТЖЭМИЛЕР
H	13	2	ОФХАКИМЯГЦХАКИМЯГЦФИЛЕР
H	13	3	ОФХАДАХЦГЗУЩТ
H	13	4	ОФХАКИМЯГЯМИЛЕР
H	13	5	ОФХАХЦГЯМИЛЕР
H	13	6	ОФХАКИФЦГЯМИЛЕРЕЛИФЦЗУЩТЩУЗГЯЦФМЯГЦХАКИФЦГЦХЦЯМИКАДСШР
H	13	7	ОФХАКИМЯГЦХАКИМЯГЯЭЖТ
H	13	8	ОИКАХЦГЯМИЛЕР
H	13	9	ОФХАКИМЯГЯМИЛЕР
H	13	10	ОФХАКЛЕР
H	13	11	ОФХАХЦГЯМИЛЕР
H	13	12	ОФХАХФМЯГЯЭЖТЩУЗГЦХАДХЦГЗУЩТЩУЗГЦХАКДСШР
H	13	13	ОФХАХЦГЯМИКАДСШРШСДХЦГЦГЦФМЯГЦХАКИМЯГЯМОЫОИЛЕР
H	13	14	ОЫОМЯГЦХАКХЦГЯЭЯГЯМИКАХЦГЯЭЖТЩУЩТ
H	13	15	ОФХАКИФХАХЦХАКДСШРШСДСШР
H	13	16	ОФХАКИМЯГЯМИЛЕР
H	13	17	ОФХАХЦГЗУЩТЩУЗГЦФИКАХЦХЦГЦФЦГЦФИЛЕР
H	13	18	ОФХАКИМИМЯГЦХАКИФЦГЗУЩТ
H	13	19	ОИКАХЦГЦЯМИМЯГЯЦФМЯГЦХАХЦГЦХАКИМЯГЯЭЖТ
H	15	1	ОФХАКИМЯГЦХАКЛЕР
H	15	2	ОФХАХЦГЯМИКАДСШРШСДХЦЯМОЫОИКАХЦГЦФИКАХЦГЯЭЖТ
H	15	3	ОФХАХЦГЦГЯМИКАДХЦГЯМИКАХЦГЦФИКАХЦГЯЭЖТ
H	15	4	ОИКАХЦГЯМИЛЕР
H	15	5	ОФХАХЦГЯМИКАХЦГЯМИКАДСШР
H	15	6	ОФХАХФМЯГЯЭЖТЩУЩТ
H	15	7	ОИКАХЦГЦФИЛЕР
H	15	8	ОФХАХЦГЯМИЛКАХЦГЯЭЖТ
H	15	9	ОИКАХЦГЦФМЯГЯМИЛЕР
H	15	10	ОФХАХЦГЦФМЯГЯЭЖТ
H	15	11	ОФХАХЦГЗУЩТ
H	15	12	ОФХАХЦГЦХКИФЦГЦФИКАДСШР
H	15	13	ОФХАХЦГЯЭЖТЩУЩТ
H	15	14	ОИКАХЦГЦФМЯГЦХАХЦЯМЭЖТЩУЩТ
H	15	15	ОФХАКИФХАХЦГЦФМЯГЦФОЫОИЛЕР
H	15	16	ОФХАХЦГЦФМЯГЦФИКАКЛБЕР
H	15	17	ОФХАХЦГЯЭЖТЩУЗЯМИМЯМЭЖТ
H	15	18	ОФХАКЛЕРШСДАХЦГЦХКИФЦГЗУЩТ
H	15	19	ОФХАКИМЯГЗУЩТ
H	15	20	ОИКАХЦГЦФМЯГЯМИФХАХЦХЦГЗУЩТ
H	16	1	ОФХАХЦГЗУЩТ
H	16	2	ОФХАХЦГЯЭЖТ
H	16	3	ОФХАКЛЕРШСДАХЦГЗУЩТ
H	16	4	ОФХАКИМЯГЦХАКИФЦГЯЭЖТ
H	16	5	ОФХАКИФЦГЯМИКАДСШР
H	16	6	ОФХАКИФЦГЯГЗУЩТ
H	16	7	ОФХАХЦГЦФОЫОИКАДСШР
H	16	8	ОФХАКИФЦГЗУЩТ
H	16	9	ОФХАКИМЯГЦХФЦГЦХАКИФЦГЗУЩТ
H	16	10	ОИКАХЦГЯЭЖТ
H	16	11	ОФХАХЦГЯМЯГЗУЩТ
H	16	12	ОИКАКИФЦГЗУЩТ
H	16	13	ОИКАКИФЦГЯЭЖТЩУЩТ
H	16	14	ОИКАХЦГЯЭЖТ
H	16	15	ОФЦГЯМИЛЕРШСДАХЦГЯМИЛКХЦГЦФОЫОИКАДСШР
H	16	16	ОИКАКИЛЕР
H	16	17	ОФХАХФМЯГЦХАХФИМЯГЯЭЖТЩУЗГЦХКИФЦГЯЭЖТЩУЩТ
H	16	18	ОФХАКИМЯГЦХАКЛЕР
H	16	19	ОФХАДСШРЕЛИФЦГЯМИКАДАХЦГЦФОЫОИЛЕР
H	16	20	ОФХАКИФЦГЯЭЖТЩУЩТ
H	16	21	ОИКАХЦГЦФЦЗУЩТ
H	18	1	ОФХАКИМЯГЗУЩТ
H	18	2	ОФХАКИМЯГЦХКЛЕР
H	18	3	ОФХАХЦГЯМИКАКДСШР
H	18	4	ОФХАХЦГЗУЩТ
H	18	5	ОФХАКИМЯГЦХАКИМЯЗУЩТ
H	18	6	ОФХАКИМЯГЗУЩТ
H	18	7	ОФХАКИФЦГЯМИЛЕР
H	18	8	ОФХАКИМЯГЗУЩТ
H	18	9	ОИЛЕР
H	18	10	ОИЛЕР
H	18	11	ОФХАКИФЦГЦФМЯГЯЭЖТ
H	18	12	ОФХАХЦГЯМИКАДСШРШСДХЦГЯЦФОЫОИКАХЦГЯЭЖТЩУЩТ
H	18	13	ОФХАХЦГЦФМЯЭЖТЩУЗГЦХАХЦГЯМИЛЕР
H	18	14	ОФХАХЦГЦФМЯГЯМИКАКДСШРШСДАХЦГЦФХКИФИКАХЦГЗУЩТ
LZ	1	1	ОМЭЯГЯМОЫОИКИЛИМЯГЯЭМИЛКДСШЕЛИМИМИКДСШРШСДСШЕЛИОЫОИМЯЗУЩТ
LZ	2	1	ОФХДСШР
LZ	2	2	ОФЦЗУЩТЖЭЯГЗУЗЦХДСШЕЛКАХЦЗУЩТЖЭМИКИМЭМОЫОФХЦЯЗУЩТ
LZ	2	3	ОФИЛЕРШСДАХЦЗУЩТЩУЗЯЭМИЛЕШР
LZ	2	4	ОФХДСШРШСДАКИМЯГЯЭЖТЩУЩТ
LZ	2	5	ОФХДХФЦЗУЩТ
LZ	2	6	ОИМЯГЦХДСШР
LZ	2	7	ОИМИЛКДХКИМЯЭМОЫОФЦЗУЩТ
LZ	2	8	ОФЦГЯМЯГЦХКИМЯЭМЯЦХКХДСШР
LZ	3	1	ОФЦЯЭМИКАХЦХАДСШР
LZ	3	2	ОФЦЯМИЛБЕРЕЛКАХФМЯГЗУЩТ
LZ	3	3	ОИКАХФМЭЖТЩУЗГЯМОЫОМЯГЦХКЛБЕР
LZ	3	4	ОФХАКИМЭЯГЗУЩТЩУЗГЗУЩТЖЭМИКДСШРЕЛКАКИМЯГЯЭМИЛЕР
LZ	3	5	ОИЛБЛКАХДХЦГЗУЩТ
SH	5	9	ИФХ
SH	5	1	ОФХАКЛЕРЕЛИМЯГЦХАДСШР
SH	5	2	ОФЦГЗУЩТЖЭМФЦГЯМОЫОИКАХЦГЯЭМИЛЕРШСДХФЦГЯМИЛИОЫОМЭЖТ
SH	5	3	ОФЦГЯМИЛЕРЕЛИМЭЖТ
SH	5	4	ОФЦГЦХАКИМЭЯЗУЩТ
SH	5	5	ОФХАКАХЦГЯМФХЦЯЭВЖТЩУЗГЦХАХФОЫОМЭВЭЯГЗУЩТ
SH	5	6	ОФЦГЯМФХАКЛИМЯГЦХЦГЯМИКХФМЭЖТ
SH	5	7	ОФЦГЗУЩТЖЭЯГЦХАКИМИЛИМЭЖТ
SH	5	8	ОФХАКИМИЛБЕРШСДАХЦГЯМОЫОФЦГЯМИКАКЛЕР
SH	5	9	ОФЦГЗУЗГЗУЗГЦХФЦГЦХАДАХЦГЯМИХАХЦГЗУЩТ
SH	5	10	ОФЦГЯМИКАДХЦГЯЭЖТ
LZ	4	1	ОФЦГЯЭМИКАХЦГЯМИЛЕРЕЛКАХАКИМЯГЦФИМЯГЯМИЛЕЛИМЭЖЩУЩТ
LZ	4	2	ОФХАДСШРШСДАХЦГЗУЗЦФИКАХФИКАХЦФМЯГЦФХКХФХАХЦГЗУЩТ
LZ	4	3	ОМИКАХАКИМЯГЦФЦГЯЭЯЦХДСШРЕЛИМЯМИКАКИМЭЖЩУЩТЖЭМИЛБЛКАХФМИЛЕР
LZ	4	4	ОИЛИФЦГЯГЦХДАХАКАХФОЫОИЛЕР
LZ	5	1	ОФЦЯМИКАКЛЕР
LZ	5	2	ОФЦГЯЭВЭМИКАКИМЯГЗУЩТ
LZ	5	3	ОФХКЛКАХЦГЯМОЫОИКАКИМЯГЯЭМИЛИМИКАДСШР
LZ	5	4	ОФЦХАКИФЦГЯМИЛБЛКАХКАХЦГЯМОЫОИКАКИФЦЗУЩТЖЭМИКАХЦФМЭМИЛЕРШСДХЦГЦГЯЦХДСШРШСДХЦГЯЭЯЦХФИЛЕР
LZ	5	5	ОФЦГЯГЦХКАХАКИФЦГЦГЗУЩТЩУЗГЯГЯМИКАХЦЯЭМОИЛЕР
LZ	6	1	ОФЦГЯЭМИКАХДСШР
LZ	6	2	ОФЦГЯЭЖЩУЩТЩУЗЦФХАКАХЦГЯ
LZ	6	2	ЯГЯМЭЯГЯМИЛЕРЕЛИФХКИМЯГЗУЩТЖЭМИЛЕР
LZ	6	3	ОЫОИЛЕРЕЛКАКДСШРШСДАХФЦГЯМИКАКИМЭМИКАХЦГЗУЩТ
LZ	6	4	ОФЦГЗУЩТЩУЗГЦХАКИОЫОИЛЕР
LZ	6	5	ОФЦГЯМИКАХЦГЯЦХАКИКАКЛБЕРШСДАХЦГЯЗУЩТЩУЗЦГЯМИЛКАХФХЦФОЫОИЛКАДСШРШСДАХКОЕЦОЫТОГОВРЕМЕИЦГЯЭВЭМИЛЕР
LZ	8	5	ХЦГЯ
LZ	8	1	ОФЦГЗУЩТЩУЗГЦХАДСШР
LZ	8	2	ОФХАКИМЯГЦХАКИМЯГЗУЩТ
LZ	8	3	ОФХАКЛКАДСШРШСДСШР
LZ	8	4	ОФЦГЗУЗГЦХАДСШРЕЛИМЯГЦФХКИМЯГЯЭВЭМЯГЦФЦГЯМИКАХЦХАХЦГЯЭЯГЯЭВЭМОЫОИЛЕР
LZ	8	5	ОИКАХЦГЯЗУЩТЖЭМИКАХФИКАХЦГЯЭМИКАМИЛЕРЕЛИМИЛКАХЦГЯМИЛКХЦГЦФМЯЦХКЛЕР
LZ	7	1	ОФЦГЯЭМИКАХЦХАКИМЯГЯЭМИЛЕР
LZ	7	2	ОФХАДСШРШСДАХЦГЗУЩТЩУЗГЦФХКИМЯГЯМИКАХФЦГЗУЩТЩУЗГЦХАКИКАХЦФИЛЕРЕЛКАХАКИМЯГЯЭВЭМИЛЕР
LZ	7	3	ОИКАХЦГЯМИЛЕРШСДАХЦГЯЭМИЛЕР
LZ	7	4	ОФЦГЯМИКАХЦГЦХАКДСШРШСДАХФИКАХЦГЯМИЛИЛКАХЦГЦХАКИОЫОИЛБЕР
LZ	9	1	ОФЦГЯМИКАХЦГЯЭЖТ
LZ	9	2	ОФХАКИМЯГЗУЩТ
LZ	9	3	ОФЦГЯЭМИКАХФХАХЦГЗУЩТ
LZ	9	4	ОФЦГЯМИКАДСШРШСДАХЦГЯМИКАХФМИКАХЦГЯМИЛКАХЦГЯМОЫОИМЯГЦФИЛИМЭЖТ
LZ	9	5	ОФЦГЯЭМИКАХЦГЦХАХЦГЦФИКАХЦХАКИФХАДСШРШСДАХЦГЯМИКАКАХЦФ
LZ	9	5	ФЦГЦФХАКИМЯГЯЭЖТЖЭМИКАХФХЦГЯМОЫОИЛЕР
LZ	9	6	ОФЦГЯЭМИКАХЦГЯЭЖТЩУЗГЦХАХЦГЯМИКАКЛЕРЕЛИФЦГЦФХАХЦГЯГЗУЩТ
LZ	9	7	ОИКАХЦГЦХАХЦГЯЭЖТЩУЗГЦФИКАХЦГЯМИКАКАХЦГЯМИЛЕР
LZ	16	4	ОФЦГ
LZ	16	1	ОФЦГЯМИКАДСШР
LZ	16	2	ОФЦГЯМИКАХЦФМИКАДСШР
LZ	16	3	ОФЦГЗУЩТЩУЗГЯМИКАКЛЕР
LZ	16	4	ЯГЦХАКЛКХКИМЭЖТЩУЗГЦХАКЛЕР
LZ	16	5	ОФЦГЯМИКАДСШР
LZ	16	6	ОФЦГЯМИКАХФИКАДСШРШСДАХФМЯГЦХАХЦГЯМИМЯГЦХАКИМЯГЦХАКИФЦГЯЭЖТЩУЩТ
LZ	16	7	ОФЦГЯМИКАХЦГЦХАДСШР
LZ	16	8	ОФЦГЯМИКАХЦГЯМИЛЕРШСДСШР
LZ	16	9	ОФЦГЯЭМИЛЕР
LZ	16	10	ОФЦГЯМЭЖТЩУЩТЩУЗЦХАКЛЕР
LZ	16	11	ОФЦГЯМИЛЕР
LZ	16	12	ОФЦГЯМИКАКЛЕР
LZ	16	13	ОФЦГЦХАХЦФОЫОИЛЕР
LZ	16	14	ОФЦГЯМИЛКХФИКАКИМЯГЯМИКАХАКЛЕР
LZ	16	15	ОФЦГЯЦХКИКАХЦГЯМИКАХЦФИКАХФМЯГЯМИЛИМЯГЯМИКАХФИМЭВЭМИЛЕР
LZ	13	13	ОФЦГЯГЯМИКАХЦХДСШР
LZ	13	1	ОФЦГЦХАКИМЭЖТ
LZ	13	2	ОФЦГЯМИКАДСШР
LZ	13	3	ОФЦГЯМИКАХЦГЯМФХАДСШР
LZ	13	4	ОФЦГЯМИКАХФИКАХЦГЦХАКЛЕР
LZ	13	5	ОФЦГЯМИКАХЦГЦФИЛЕР
LZ	13	6	ОФЦГЯМИКАДСШРЕЛИМЭМИКАХФИЛЕР
LZ	13	7	ОФЦГЦФОЫОИКАДСШР
LZ	13	8	ОФЦГЯЭМИКАХЦГЦФМИЛЕР
LZ	13	9	ОФЦГЦФМЭЖТЩУЗЯМИЛЕРШСДАХЦГЯМИЛЕР
LZ	13	10	ОИЛЕР
LZ	13	11	ОФЦГЗУЩТЩУЗУЩТЩУЗГЦХАХКАДСШРШСДАХЦГЦХДХКИФЦГЯМИКАКЛИМЯГЯМИКАХФМЯГЦФИКАКИФЦГЗУЩТЩУЗГЦХАКИМЭВЭМИЛЕР
LZ	13	12	ОФЦГЯГЯЭМИЛКАХАКИМИЛЕР
