seria 4-48-5
mouse	session	trial	line
FPLP	9	17	ОФХАХЦГЦХАДАХЦГЗУЩТ
FPLP	9	18	ОФХАКАХЦГЦХФОЫОИКАХЦГЦХКЛКАКЛЕР
FPLP	9	19	ОФХАХЦГЯЭЯЦХАКИОЫОИЛЕР
FPLP	9	20	ОФХАХЦГЦХАДАХЦГЦХФМЭЖЩУЗГЯЭЖТ
FPLP	9	22	ОФХАДАХЦГЦФОЫОИЛЕР
FPL	10	1	ОФХКЛКАХЦГЗУЩТЖЩУЗЦХКЛКХФИМЯГЗУЩТЩУЗЦХАКИМИКАХФЦГЯМИЛЕР
FPL	10	2	ОФХАХЦГЗУЩТ
FPL	10	3	ОФХАХЦГЯЭМЯЭВЖТЖЩУЩТЩУЩТЩУЗЦХАКИОЫОИЛЕРЕШСДКЛЕРЕЛИМЭЖТЩУЗЦХКИКЛИМЭЖТ
FPL	10	4	ОФХАХЦГЦХЦГЯМИКАХФОЫОФЦЗУЩТЩТЩУЗЦФИМЭЖТЖТЩУЗЦФМИЛЕРЕЛЕРШСДАХЦГЦФМЭЯГЗЦХЦГЗУЩТ
FPL	10	5	ОФХАДСШРШСДАХЦГЦХКИМЭЖТЩУЗЦХАКЛЕРШСДХФОЫОИЛЕРЕЛИМЭЖТЖЩУЗЦФОЫОМЭЖТЩУЗЦХФХДСШРШСДХЦГЯМЭВЖТЩУЗГЦФИЛЕРЕЛКХЦХДСДХЦГЗУЩТЩУЗЦХДСШРШСДХФОЫОИЛЕРШСШРШСДХЦГЯМИКАХЦЗУЩТ
FPL	12	1	ОФХАКИМЯГЗЦХАДСШРЕЛКАХЦГЯЭЖТЩУЗЦХДСШРШРШСДАХФОЫОФЦГЯЭЖТЩУЗЦФХАДСШР
FPL	12	2	ОФЦГЯМЯГЗУЩТЖЭМИЛЕР
FPL	12	3	ОФХАКИМЭЖТЩУЗГЦХАХФЦГЯМЭЖТ
FPL	12	4	ОФЦГЯМФХАДСШСДХЦГЗУЩТЖЭМИКАХЦЗУЩТЩТЩУЩТЖЭМИЛЕР
FPL	12	5	ОФХАХФИКАХЦГЯЭЖТЖТЩУЗЦХАХЦГЯМИКАХЦГЗУЩТЖЭЯГЦФОЫОФХКИКАКЛЕРШСДАХФМЭЖТЩУЩУЩТЩТЩУЗЦГЯЭЖТ
FPL	13	1	ОФЦГЗУЩТ
FPL	13	2	ОФХАКЛЕРЕЛКАХЦГЗУЩТЩУЗЦФОЫОИКАКИМЭЖТ
FPL	13	3	ОФХАКЛИМЭЖТЩУЗЦХАХФИКАХЦГЯЭЖТ
FPL	13	4	ОФХАДСШРШСДАХФИЛЕРШСДХЦГЦЯМФЦФИЛЕР
FPL	13	5	ОФХАДСШР
FPL	13	6	ОФЦГЯМЭЯГЯМЭЖТ
FPL	13	7	ОФЦГЦЯМИКА
FPL	13	7	ХЦГЯЦХАКИМЭЖТ
FPL	13	8	ОФХАХКЛИКИМЭЖТ
FPL	13	9	ОФХАХЦГЯМФИЛЕР
FPL	13	10	ОФЦГЯМФХАДАХФИЛЕР
FPL	13	11	ОФХАКИМЯГЦФХЦГЯЭЯМФЦГЗЯГЗГЯМФЦГЗУЩУЗЦХАКИМЭЖТ
FPL	13	12	ОФХАДСШР
FPL	13	13	ОФЦГЗЯМФЦГЗЯМИЛЕЛЕЛКАХЦФИКАКХАХКЛЕРЕШСДХЦГЯГЗУЩТ
FPL	13	14	ОФХАКЛИОЫОИФЦГЦФИКАХЦФХАХКЛЕРЕР
FPL	13	15	ОФХДСШР
FPL	14	1	ОФЦГЗУЩТЩТ
FPL	14	2	ОФХАДСШРШСДХЦГЯМИЛБЕЛИМЯГЯЭЖТ
FPL	14	3	ОФХАКИМЭЖТЖЩУЩТ
FPL	14	4	ОФЦГЦХАДСШЕР
FPL	14	5	ОФХАХЦГЯМОЫОМЭЖТЩТ
FPL	14	6	ОФХАДАКЛЕР
FPL	14	7	ОФХАХЦГЯЦХФИКАКЛЕРЕРШСДХЦГЗУЗЦХЦФИКАХЦФИЛЕР
FPLP	1	1	ОИКАКИОЫОИЛЕРШСДАДСШРЕЛИФЦГЗУЩТЖЭЯГЦХКИОЫОФЦЯЭЖЩУЗЦХКИОЫОИКДСШР
FPLP	1	2	ОФЦГЦЗУЩТЩУЗЦХДСШРШСДАХЦХФОЫОФХКИФЦЗУЩТ
FPLP	1	3	ОФХАКАХЦГЗУЗЦХДСШРЕЛИМЯГЦХАКИМЯГЯЭЖТ
FPLP	1	4	ОФХАКИМЯГЯЭВЖТ
FPLP	2	1	ОФХАДСШР
FPLP	2	2	ОФЦГЗУЩТ
FPLP	2	3	ОФХАДСШРШСДХФХАКИМЯГЯМОФЦГЯЭЖТЖЩУЗГЗЦХДСШРЕЛКАКИМЯГЗУЩТ
FPLP	2	4	ОФЦЯМИКАДАХЦГЦФОЫОИЛИМЭЖТЖВЖТ
FPLP	2	5	ОФЦГЯЭЖТ
FPLP	2	6	ОФХАКАХЦГЗУЩТ
FPLP	3	1	ОФХАКИФХКИФХАКАХЦЗУЩТЩТ
FPLP	3	2	ОФЦГЯМОЫОФЦЗУЩТЖЭЯГЦХАКЛЕР
FPLP	3	3	ОФЦГЦХАДСШРШСДАХЦГЗУЩТ
FPLP	3	4	ОФЦГЦХАКАКИФЦГЦХАКЛЕШСДХФМЯГЯЭВЭМОЫОИЛЕР
FPLP	3	5	ОФЦГЦЗУЩТ
FPLP	3	6	ОФХАКЛКАХЦГЗЦХАХЦГЯЦФХКИФЦГЯМЭВЭЯМИКАХЦГЗУЩУЗГЦФОЫОИЛЕР
FPLP	3	7	ОИКАХЦГЯЭЖТЖЭЯГЦФОЫОИКАХЦГЦХДКЛЕРШСДХФМЯЦФЦЯМЯГЯМЯЦХКАХФОЫОИЛЕР
FPLP	5	1	ОФХАДСШР
FPLP	5	2	ОФЦГЗУЩТ
FPLP	5	3	ОФХАДСШРШСДАХЦГЗУЩТ
FPLP	5	4	ОИЛЕРШСДАХЦГЯЭВЖТЩУЗГЦФОЫОИЛЕР
FPLP	5	5	ОФХАКХЦГЯЭЖТ
FPLP	5	6	ОФХАКДХЦГЯЭЖТ
FPLP	5	7	ОМЯГЦХАКИФЦГЦХАКИМЯГЯЭЖТ
FPLP	5	8	ОФХАКЛЕР
FPLP	5	9	ОФХАКИОЫОМЭЖТ
FPLP	5	10	ОФЦГЯМФХАКЛКАХЦГЦЗГЦХАКИФЦФХФХАХФХФОЫОИЛЕРЕШСДХЦГЦХАКИМЭЯГЯМФХФОЫОИЛЕР
FPLP	5	11	ОФХАКИФХАХЦГЯЭЖТЖЩУЩУЗГЦХАКИФЦГЯЦФОЫОИЛЕР
FPLP	5	12	ОМИЛЕР
FPLP	5	13	ОИЛЕРШСДАХЦГЦХАКИФЦХФЦГЦХАХФМИЛЕРШСШРШРЕЛИОЫОИЛЕР
FPLP	6	1	ОФХАДСШРЕЛИФЦГЦХАКЛЕР
FPLP	6	2	ОФЦГЦХАДСШРЕЛИМЯГЗУЩТ
FPLP	6	3	ОФХАХЦГЦХАКЛЕР
FPLP	6	4	ОФХАХЦГЯЭЖТЩУЗЦХАХЦГЦФОЫОИЛЕР
FPLP	6	5	ОФЦГЦХАХЦГЦФХАКАХЦГЦФМЯГЦХАКЛЕР
FPLP	6	6	ОМЯЗЯМФХАХЦГЦХАКИМЭЖТЖТ
FPLP	6	7	ОФХАДСШР
FPLP	6	8	ОИФХАХЦГЦГЯЭЯГЯГЦХАХФХАКИМЭВЭМФЦГЦФОЫОИЛЕР
FPLP	6	9	ОФХАДСШЕЛКАХЦГЦХАКИМЯГЦХАХЦГЦФОЫОИЛЕР
FPLP	6	10	ОФХАХФХАХАКИЛЕР
FPLP	6	11	ОФХАХЦГЦХАХФХАХАКИМЯГЦГЯЭЖЩУЩТ
FPLP	7	1	ОФХАХЦГЗУЩТ
FPLP	7	2	ОФХАХЦГЦХАКЛЕР
FPLP	7	3	ОИКАХЦГЦХАКИМЯГЦХАХЦГЯМИКАКЛЕР
FPLP	7	4	ОФХАХЦГЦХАКИМЯГЦХАКИМЭЖТ
FPLP	7	5	ОФХАХЦГЦХАКИФХАХЦГЦФМЯГЦХАКЛЕР
FPLP	7	6	ОФХАХЦГЦФИКАХЦГЗУЩТ
FPLP	7	7	ОФХАХЦГЦФМЯГЦХАХЦГЦФОИЛЕР
FPLP	7	8	ОМЯГЦХАДСДАХЦГЯМФЦГЦХАКИМЭЖТ
FPLP	7	9	ОФХАКИФЦГЦХАКИФХАХЦГЦФМЯГЯМОЫОИЛЕР
FPLP	7	10	ОФХАКХЦГЯЭЖТ
FPLP	7	11	ОФХАХЦГЦХАКИФХАХЦГЦХАКИМЯГЯЭЖТ
FPLP	7	12	ОИЛЕР
FPLP	7	13	ОМЯГЗУЩТ
FPLP	7	14	ОФХАКИФХАХЦГЦХАКИМЯГЯЭЖТ
FPLP	7	15	ОФХАХЦГЯЭЖТЖЩУЗГЦХАКАХЦГЦХАКИМЭЖТ
FPLP	7	16	ОФХАКАХЦГЯМИКАХЦГЦХАХФХАКЛЕР
FPLP	7	17	ОФЦГЦХАХЦГЯМФХАКИЛЕР
FPLP	8	1	ОФЦГЦХАХЦГЗУЩТ
FPLP	8	2	ОФХАХЦГЦХАДСШР
FPLP	8	3	ОИКАХЦГЯМФХАХЦГЦХКИОЫОИЛЕР
FPLP	8	4	ОФХАХЦГЗУЩТ
FPLP	8	5	ОФЦГЦХАКИМЯГЦХАКИМЭЖТ
FPLP	8	6	ОФХАКЛЕР
FPLP	8	7	ОФХАХЦГЯЭЖТ
FPLP	8	8	ОФХАКИФЦГЗУЩУЗГЦФХАКЛЕР
FPLP	8	9	ОФЦГЗГЦФОИЛЕР
FPLP	8	10	ОФХАКЛЕШСДАХЦГЗЦХАХЦГЯЭЖТ
FPLP	8	11	ОИЛЕР
FPLP	8	12	ОФХАХЦГЦФХКЛЕР
FPLP	8	13	ОФХАКХЦГЦХАДАХЦГЗУЩУЗЦГЯЭЖТ
FPLP	8	14	ОФХАХЦГЦГЯЭЖТ
FPLP	8	15	ОФХАХЦГЦЗУЩТ
FPLP	8	16	ОФХАКИМЯГЯМЭЖТ
FPLP	8	17	ОФХАХЦГЗУЩТ
FZLP	15	1	ОФЦГЦХАДСШР
FZLP	15	2	ОФЦГЦХАКИФЦГЯМФХАКИМЭЖТ
FZLP	15	3	ОФЦГЦХАКИМЭЖТ
FZLP	15	4	ОФЦГЦХАХФМЭЖТ
FZLP	15	5	ОФЦГЗУЩТЩУЗГЦФМЭЖТ
FZLP	15	6	ОФХАХЦГЦХАКЛЕР
FZLP	15	7	ОФЦГЦХАХФМЭЖТ
FZLP	15	8	ОФЦГЦХАХЦЗУЩТ
FZLP	15	9	ОФМЯГЦХАХЦГЯЦФХАКХЦГЯМИКХЦЗУЩТ
FZLP	15	10	ОФЦГЦХАКХФМИКХЦГЦГЗУЩТ
FZLP	15	11	ОФЦГЦХАХЦГЗУЩТ
FZLP	15	12	ОФЦГЦХАХФМЭМОЫОИЛЕР
FZLP	15	13	ОФЦГЦХАДСШРЕЛИФЦГЦХАКЛБЛИМЭЖТ
FZLP	15	14	ОФЦГЦХЦГЯМИКАКИФЦГЯЭЖТ
FZLP	15	15	ОМЯГЦХАХЦГЯМОЫОИЛЕР
FZLP	15	16	ОМЯГЦХАКИФЦГЯЭЖТ
FZLP	15	17	ОФЦГЦХАХЦЗУЩТ
FZLP	15	18	ОФЦГЦХАДСШР
FZLP	15	19	ОФЦГЦХАКХФМЯГЯЭЖТ
FPLP	10	1	ОФЦГЗУЩТ
FPLP	10	2	ОФХАХЦГЗУЩТ
FPLP	10	3	ОФХАКЛБЕР
FPLP	10	4	ОФХАДСШР
FPLP	10	5	ОФЦГЦЯЭЖЩУЩТ
FPLP	10	6	ОФХАКЛЕШСДХЦФОЫОМЭЖТЩУЗЦФМЭЖТ
FPLP	10	7	ОИЛЕР
FPLP	10	8	ОФХАКДАХФМЭЖТ
FPLP	10	9	ОФХАКЛИМЯГЯЭЖТ
FPLP	10	10	ОФЦГЯМОЫОМЯЗУЩТ
FPLP	10	11	ОФХАДСШСДХФМ
FPLP	10	11	ЭЖТЖЩУЗЦФОЫОИЛЕР
FPLP	10	12	ОФХАХЦГЯМФМЭЖТ
FPLP	10	13	ОИКАКИЛЕР
FPLP	10	14	ОФОЫОЫОФЦГЦФОИЛЕР
FPLP	10	15	ОФХДСШСДАХЦГЯЭЖЩУЩТ
FPLP	12	14	О
FPLP	12	1	ОФХАХЦГЗУЩТ
FPLP	12	2	ОФХАКЛЕР
FPLP	12	3	ОФХАХЦГЦХАКИМЯГЦХАХЦГЗУЩТ
FPLP	12	4	ОФХАХЦГЯМИЛЕР
FPLP	12	5	ОФХАХЦГЦФМЭЖТ
FPLP	12	6	ОИКАХЦГЦФОЫОИЛЕР
FPLP	12	7	ОФХАХЦГЦХДХЦЯЭЖТ
FPLP	12	8	ОФХАХЦГЦХКЛЕР
FPLP	12	9	ОФХАХЦГЯМИЛЕР
FPLP	12	10	ОФХАХЦГЗУЩУЩУЩТ
FPLP	12	11	ОФХАКЛИМЭЖТ
FPLP	12	12	ОФХАХЦГЯГЦФОЫОЫОИЛЕР
FPLP	12	13	ОФХАКАХЦГЗУЩТ
FPLP	12	14	ФХАКЛЕШСШР
FPLP	12	15	ОФХАХЦГЦФЦФОЫОФХКИОЫОИЛЕР
FPLP	12	16	ОФХАХЦГЯЭЖЩУЗЦФИКАХФЦГЯЭЖТ
FPLP	12	17	ОФХАКИОЫОИЛЕР
FPLP	11	1	ОФХАКИМЯГЦФОЫОИЛЕР
FPLP	11	2	ОФХАХЦГЗУЩТ
FPLP	11	3	ОФХАХЦГЯМФЦГЯМФЦГЦХАДСШР
FPLP	11	4	ОФХАХЦГЯМФЦГЦХАХЦГЗУЩТ
FPLP	11	5	ОФХАХЦГЗУЩТ
FPLP	11	6	ОФХАХЦГЯМФХАКИФХАХЦГЯЭЖТ
FPLP	11	7	ОФХАХЦГЦФИЛЕШСДАХЦГЗУЩТ
FPLP	11	8	ОФХАХЦГЯМФХАДСШР
FPLP	11	9	ОФХАДАХЦГЦФМЭЖТ
FPLP	11	10	ОФХАКИОЫОИКАХФОЫОМЭЖТ
FPLP	11	11	ОФХАХЦГЗУЩТ
FPLP	11	12	ОФХАКИОЫОФХАКЛЕР
FPLP	11	13	ОФХАХЦГЦФОЫОИЛЕР
FPLP	11	14	ОФХАКЛИМЯГЯЭЖТ
FPLP	11	15	ОФХАХЦГЦХДСШР
FPLP	11	16	ОМЯГЯГЯЭЖТ
FPLP	11	17	ОФХАКЛИМЭЖТ
FPLP	11	18	ОФХАКЛИМЯГЦХАКАХЦГЯЭЖТ
FPLP	11	19	ОИЛЕР
FPLP	11	20	ОФХАКХЦГЗУЩТЩУЩЖЭЖТ
FPLP	13	1	ОФХАКИМЯГЗУЩТ
FPLP	13	2	ОФХАХЦГЦХДСШР
FPLP	13	3	ОФХАХЦГЦХДСШР
FPLP	13	4	ОФХАХЦГЯЭЯГЯМЭЖТЖТ
FPLP	13	5	ОФХАДСШЕБЛИОЫОМИЛЕР
FPLP	13	6	ОФХАХЦГЯЭЖТ
FPLP	13	7	ОИЛЕР
FPLP	13	8	ОФХАХЦГЦФОЫОИЛЕШСШР
FPLP	13	9	ОФХАКИМЯГЦХФМЭЖТ
FPLP	13	10	ОИЛЕР
FPLP	13	11	ОФИЛЕР
FPLP	13	12	ОФХАКЛЕР
FPLP	13	13	ОФЦГЦХАДХЦФМЭМОЫОИЛИЛЕР
FPLP	13	14	ОФХАХКЛБЕР
FPLP	13	15	ОМЯГЗУЩТЖЭЖТ
FPLP	13	16	ОФХАКИФЦГЯЭЖТЖЩУЩТ
FPLP	13	17	ОИЛЕР
FPLP	13	18	ОФХАХЦГЦГЯЗУЩУЗЦХЦФХФИЛЕР
FPP	6	1	ОФЦГЗУЩТ
FPP	6	2	ОФХАДСШРЕЛИОЫОМЭЖТЩУЗГЦХАДСШР
FPP	6	3	ОФЦГЗУЩТЩЖЭМОЫОФХАКАКХЦГЗУЩТЖЭЯГЯМФХАКЛКДАХЦГЯЭЖТ
FPP	6	4	ОФХАКИЛКАХЦГЗУЩТ
FPP	6	5	ОФХАКАХФЦГЗУЗЦХАКИОЫОФХАКХЦГЯМИЛЕР
FPP	6	6	ОФЦГЗУЩТЩУЩТЩУЗГЯМФЦГЗУЩТЩУЗГЦХАДАХАКИФХЦФИКАХЦГЗУЩЖВЭМИКАХЦХФОЫОИЛЕРШСДАХЦГЯЭЖТ
FPP	6	7	ОФЦГЗУЩУЗЯМЭЖТЩУЩТ
FPLP	14	1	ОФЦГЯЭЖТ
FPLP	14	2	ОФХАКЛЕРШСДХЦГЯЭЖТ
FPLP	14	3	ОФХАХЦГЦХКИОЫОИЛЕР
FPLP	14	4	ОФХАХЦГЗУЩТ
FPLP	14	5	ОФХАКХЦГЯЭЖТ
FPLP	14	6	ОФХАХЦГЦХКИМЭЖТ
FPLP	14	7	ОФХАХЦГЦХДХФМЭЖТ
FPLP	14	8	ОФХАКЛЕР
FPLP	14	9	ОФХАХЦГЯМИКАХЦГЯЭЖТ
FPLP	14	10	ОФХАКИМЯГЦФМЭЖТ
FPLP	14	11	ОФХАХЦГЦФМЭЖТ
FPLP	14	12	ОФХАКИМЯГЦХФМЭЖТ
FPLP	14	13	ОФХАХЦГЯЭЖЩУЩТ
FPLP	14	14	ОФХАХЦГЦФМЭЖТ
FPLP	14	15	ОИКАКДСШР
FPLP	14	16	ОФХАХЦГЦХКЛКХЦГЯЭЖТ
FPLP	14	17	ОИКАДСШР
FPLP	14	18	ОФХАХЦГЯМОЫОМЭЖТ
FPLP	14	19	ОФХАХЦГЗУЩТ
FPLP	14	20	ОФХАХЦГЦФХАДСШР
FPLP	14	21	ОФЦГЦХКЛЕР
FPLP	14	22	ОФЦГЦФОЫОИЛЕР
FPLP	14	23	ОФЦГЦХАДСШР
FPLP	14	24	ОФМЯГЦФХФХАХЦГЯМФМЭЖТ
FPLP	14	25	ОИЛЕШСДАХЦГЦХАДСШРШСДХЦГЯЭЖТ
FPLP	14	26	ОФЦГЦХАХЦГЗУЩТ
FPLP	14	27	ОФХАХЦГЯМОЫОИЛЕР
FPLP	14	28	ОФХАХЦГЦХАДСШРШСДХЦГЯЭЖТ
FPLP	14	29	ОФЦГЦХАХЦГЦЗУЩТ
FPLP	15	1	ОФХАДСШРЕЛКАХЦГЗУЩТ
FPLP	15	2	ОФЦГЗЯМФХАДСШР
FPLP	15	3	ОФХАХЦГЯЭЖТ
FPLP	15	4	ОФХАХЦГЗУЩТ
FPLP	15	5	ОФХАДСШР
FPLP	15	6	ОФХАХЦГЯЭЖТ
FPLP	15	7	ОФХАКИОЫОФХКЛИМЯГЦХКАКЛИОЫОМЭЖТ
FPLP	15	8	ОФЦГЯЭЖТ
FPLP	15	9	ОФХАКАКЛБЕШСДХЦГЦФИЛЕР
FPLP	15	10	ОФЦГЦХКЛЕШСДАХЦГЦФОЫОИЛЕР
FPLP	15	11	ОЫОМЯГЯМИЛЕРЕШСДАХЦГЗУЩТ
FPLP	15	12	ОФМЭМИКАХАКЛЕР
FPLP	15	13	ОФЦГЦХАХЦГЗЦХАКИМЯЗЯМЭЖЩУЗГЦХЦГЗУЩТЩТ
FPLP	15	14	ОМЯГЯЭЖТ
FPLP	16	1	ОФХАДСШРЕЛИМЭЖТЖЭМИКАХЦГЯМИЛЕР
FPLP	16	2	ОФХАХЦГЯЭЖЩУЗГЦХАХЦГЦХАКЛЕР
FPLP	16	3	ОФХАХЦГЯЭМФХАХЦГЦХАКЛИОЫОМЯЦХАКЛЕР
FPLP	16	4	ОФХАХЦГЦХАКЛЕР
FPLP	16	5	ОФЦГЦХАКАДСШР
FPLP	16	6	ОФХАХЦГЯЭЖТ
FPLP	16	7	ОФЦГЦХАКЛЕРЕР
FPLP	16	8	ОФЦГЦХАКЛКЛЕР
FPLP	16	9	ОФЦГЦХАКЛИОЫОИЛЕР
FPLP	16	10	ОФХАКДСШРШСДХЦГЦЗУЩТ
FPLP	16	11	ОФХАКИМЭЖТ
FPLP	16	12	ОФХАХЦГЯМФХКАКЛЕР
FPLP	16	13	ОФХАКЛЕР
FPLP	16	14	ОФХАХЦГЦФХАКДХФОЫОИЛЕР
FPLP	16	15	ОМЭЖТЩУЗГЦХАКИМЭЖТ
FPLP	17	1	ОФХАКИМЯЭЖТ
FPLP	17	2	ОФХАХЦГЗУЩТ
FPLP	17	3	ОФХАХЦГЦГЯЭЖТ
FPLP	17	4	ОФХАХЦГЦХАКЛЕШСДАХФОЫОФЦГЗУЩТ
FPLP	17	5	ОФХАХЦГЦХАКДСШР
FPLP	17	6	ОФЦГЦХАКЛИМЯГЦХАХЦГЯЭЖТ
FPLP	17	7	ОФХАХЦГЯМФХАХФХКЛЕРЕЛИМЯГЦФИКАХЦГЦХКЛЕР
FPLP	17	8	ОФЦГЯЭЖТ
FPLP	17	9	ОФЦГЦХАДХЦГЗЯЭЖЩТ
FPLP	17	10	ОФЦГЦХАХКИМЯГЗУЩТ
FPLP	17	11	ОФХАХЦГЦГЦХКЛЕШСДХФМЭЖТ
FPLP	17	12	ОФЦГЦХАХФМЭВЭЯГЯМИМЭЖТ
FPLP	17	13	ОФЦГЯМЭЖТЖТ
FPLP	17	14	ОФХАХЦГЯГЯЭЖЩУЗГЦХАКЛКАХЦГЯГЗУЩТ
FPLP	17	15	ОФЦГЦ
FPLP	18	1	ОФЦГЗУЩТ
FPLP	18	2	ОФЦЯМФЦЯЭЖТ
FPLP	18	3	ОФХАДСШРШСДХЦГЗУЩТ
FPLP	18	4	ОФХКЛИМЭЖТЩУЗЦХКЛЕР
FPLP	18	5	ОФХАКЛЕР
FPLP	18	6	ОФЦГЯЭЖТ
FPLP	18	7	ОФХФИЛКАДСШР
FPLP	18	8	ОФЦЗЯЭЖЩУЩТ
FPLP	18	9	ОФХАКИМЭЖЩУЗЦХКИЛЕР
FPLP	18	10	ОФХКЛЕР
FPLP	18	11	ОФЦГЦХАХЦГЯЭЖЩТ
FPLP	18	12	ОЫОЫОЫОМЯГЗУЩТ
FPLP	18	13	ОФЦГЦФОЫОМЭЖТЖЩУЗЦХКЛЕР
FPP	7	6
FPP	7	1	ОФХАКЛЕРШСДХЦГЗУЩТ
FPP	7	2	ОФЦГЦХАКХФИЛЕРЕЛИОЫОМЭЖТЩУЗЯМФЦГЦХАДСШРШСДАДХФМЯГЯЭВЖТ
FPP	7	3	ОФЦГЦХАДСШРШСДАХАХАКИЛИМЯГЦХЦГЗЦЯЭЖТ
FPP	7	4	ОФЦГЗУЩТЩУЩТ
FPP	7	5	ОФХАКИФХАХЦГЗЯГЯМИКАХЦГЗУЗЯЭЖТ
FPP	7	6	ОФХАДСШЕЛКАХФИФЦГЦХЦФХКЛЕШСДХ
FPLP	20	1	ОФЦГЯЭЖТЩУЗЦХАКЛЕРЕЛИОЫОФХЦГЯЭЖТ
FPLP	20	2	ОФХКЛИМЭЯЗУЩТ
FPLP	20	3	ОФХДСШРШСДХЦФМЭЯЦФИКАКХФОЫОИЛЕР
FPLP	20	4	ОФЦГЯЭЖТ
FPLP	20	5	ОФХФЦГЗЯМИКХФОЫОИЛЕШСШР
FPLP	20	6	ОМЭВЖТ
FPLP	20	7	ОФЦГЗУЩУЗЦХКИМИЛЕР
FPLP	20	8	ОЫОМЯЦХАКИМЭЖТ
FPLP	20	9	ОЫОФХДХЦГЯГЯМФЦХКЛЕРШСДХФОЫОЫОИЛЕР
FPLP	22	1	ОФХКЛКХЦГЯЭЖЩУЗЦХКИМЯГЦФИКАДХФЦХКИМЭЖТ
FPLP	22	2	ОФХКЛКЛКХЦЗУЩТЩУЩТ
FPLP	22	3	ОФЦХКАДСШР
FPLP	22	4	ОМЯГЦХКИОЫОИЛЕР
FPLP	22	5	ОФХКИМЭЖТЩУЗЦХКИМЭЖТ
FPLP	22	6	ОФХДХЦГЦФМЯМИЛЕР
FPLP	22	7	ОИКИМЭЖТ
FPLP	22	8	ОФХЦХФОЫОФЦГЯЭВЖТ
FPLP	24	1	ОФХАКИМЭЯГЦФОЫОЫОИКАХФМЭМИЛЕШСШР
FPLP	24	2	ОФЦХКИОЫОЫОМЯГЗУЩТ
FPLP	24	3	ОФХАДСШРШР
FPLP	24	4	ОФХЦГЯЭЯГЦФХАКИМЭЖЩТ
FPLP	24	5	ОФХКЛЕШС
FPP	1	1	ОФЦЯЗУЩТЩУЗЦХАДКЛЕРЕЛКАДСШР
FPP	1	2	ОФЦЯЭЖТЩУЗЦХАДСШРЕРШСДХФОЫОФЦЯМОЫОФЦЯМИЛЕРШСДАХЦЯЭЖТЩУЗГЦФОЫОФХАКИКАДХФОЫОФЦГЗУЩТ
FPP	1	3	ОФХКАХЦГЯМФХАКЛБЕРШСДХЦГЗУЩТЩУЗГЦФОЫОМЯЗУЩТ
FPP	1	4	ОФХАХЦГЦХКИМЭЯЗУЩТЖЭМИЛКОЕЦОЫТОГОВРЕМЕИЛИКАДСШР
FPP	2	1	ОФЦГЦФОЫОФЦЗУЩТЖЭМИКДСШРШСДХЦЗУЩТЩУЗГЦФОЫОФЦЯЭЖТ
FPP	2	2	ОФХАКИМЯГЦФОМЭЖТ
FPP	2	3	ОФХАКЛЕРШСДАХЦГЗУЩТ
FPP	2	4	ОФХАХДСШРШСДАХЦГЗУЩТЖЭМОИОЫОФЦГЯМЭЖТЩУЗГЦГЯМИКАДАХФОЫОМЭЖТ
FPP	2	5	ОИКАКЛБЕР
FPP	2	6	ОМЯГЦХДАКИКАХЦГЯЭЖЩЖЭМОЫКОЕЦОЫТОГОВРЕМЕИОВОЗДЕСТВИЕРУКОМЭЖТЖ
FPP	3	1	ОФХКЛЕРШСДАДСШСДАКХЦГЗУЩТ
FPP	3	2	ОМЯГЯЗУЩТЖЭЯМИЛЕР
FPP	3	3	ОФХАДАКЛИМЭЖТЩУЗГЗУЩТ
FPP	3	4	ОМЭЖТЖЩУЗГЗУЗГЦХАДАХФОЫОМЭЯГЦХАКИМИЛЕР
FPP	3	5	ОФХАДСШЕШСДАХЦГЗУЩТЩУЗГЗУЩТЩУЗЦФМЯГЦХАДСШР
FPP	4	1	ОФЦГЗУЩТЩУЗГЦХКИОЫОМЭЖЭМИКАХЦГЗУЗГЗУЩТЩУЗГЦФИЛЕРЕЛИМЯГЯЭВЖТ
FPP	4	2	ОФХАХЦГЗУЩТЖЭЯГЦФОФЦГЦХАКЛЕЛИМЯГЗУЩЖЩУЩТЩУЗГЗУЗГЗУВОЗДЕСТВИЕРУКОЩТ
FPP	5	1	ОФЦГЯЭЖЩУЗЦХАДКЛКАХЦЗУЩУЗГЦФХАДСШР
FPP	5	2	ОМЭМОЫОИЛБЛИФЦГЗУЩТ
FPP	5	3	ОФХАДСШСДАХЦГЗУЗГЯЭЯГЯМФХАДСШРЕЛИФЦГЯМФХАКЛКАХФОЫОМЭЖТ
FPP	5	4	ОМЯГЗУЩТЩУЗЦХАКАКЛИКАХЦГЗУЩТЩУЗГЦХАКАХФМЯГЯЭЖТ
FPP	5	5	ОФЦГЗУЗГЗУЗГЦХАКЛКАДХЦГЯМИЛКАКИФМЭЖТ
FPP	8	1	ОМЯГЦХАКЛИМЭЖТЖЭЯГЦХАКИМЭЖТ
FPP	8	2	ОФЦГЯМФХАКАДАХЦГЦХАКЛЕРЕЛИОЫОФМЯГЗУЩТЖЩУЗГЦХАКЛКХЦГЯМИКАХФОЫОМЭЖТ
FPP	8	3	ОФХАКЛИФЦГЦЯЭЯГЦХАКХЦГЦХАКИМЯГЦЯЭЖТ
FPP	8	4	ОФХАХАХАКЛЕРЕЛИФЦГЦХАКИМЯГЦЯЭЖТ
